,mun_name,year,TH - INTERCOMMUNALITY / ACTUAL AMOUNT OF WHICH THP/E FOR THE BENEFIT OF THE STATE,yr_growth
65342,VEUVEY-SUR-OUCHE,2010,3347.0,0.0
65340,VEUVES,2010,0.0,0.0
65338,VEUREY-VOROIZE,2010,13279.0,0.0
22202,FROBERVILLE,2010,0.0,0.0
65336,VEULETTES-SUR-MER,2010,58923.0,0.0
22200,FRIZON,2010,2540.0,0.0
65334,VEULES-LES-ROSES,2010,119907.0,0.0
22198,FRIVILLE-ESCARBOTIN,2010,155593.0,0.0
65332,VEUILLY-LA-POTERIE,2010,3561.0,0.0
65330,VEUIL,2010,0.0,0.0
65328,VETRIGNE,2010,4183.0,0.0
65326,VETRAZ-MONTHOUX,2010,0.0,0.0
65324,VETHEUIL,2010,16825.0,0.0
65362,VEYRIERES,2010,3735.0,0.0
22196,FRISE,2010,0.0,0.0
65360,VEYRIER-DU-LAC,2010,128939.0,0.0
65358,VEYREAU,2010,0.0,0.0
65356,VEYRE-MONTON,2010,0.0,0.0
65354,VEYRAS,2010,7195.0,0.0
65352,VEYRAC,2010,0.0,0.0
22194,FRIGNICOURT,2010,0.0,0.0
65350,VEYNES,2010,98199.0,0.0
1188,ANDOUILLE-NEUVILLE,2010,0.0,0.0
1186,ANDOUILLE,2010,0.0,0.0
1184,ANDORNAY,2010,0.0,0.0
1182,ANDONVILLE,2010,0.0,0.0
22192,FRIESENHEIM,2010,15965.0,0.0
1180,ANDON,2010,57228.0,0.0
1178,ANDOLSHEIM,2010,115816.0,0.0
1176,ANDOINS,2010,12787.0,0.0
1174,ANDLAU,2010,56179.0,0.0
1172,ANDIRAN,2010,6662.0,0.0
1212,ANET,2010,48882.0,0.0
65348,VEXAINCOURT,2010,3731.0,0.0
65346,VEVY,2010,0.0,0.0
65344,VEUXHAULLES-SUR-AUBE,2010,7430.0,0.0
65380,VEZAPONIN,2010,5428.0,0.0
65378,VEZANNES,2010,142.0,0.0
65376,VEZAC,2010,10314.0,0.0
65374,VEZ,2010,5214.0,0.0
65372,VEYSSILIEU,2010,0.0,0.0
65370,VEYRINS-THUELLIN,2010,0.0,0.0
65368,VEYRINES-DE-VERGT,2010,13869.0,0.0
65366,VEYRINES-DE-DOMME,2010,3659.0,0.0
22190,FRIESEN,2010,12003.0,0.0
65364,VEYRIGNAC,2010,6777.0,0.0
65398,VEZEZOUX,2010,0.0,0.0
65396,VEZET,2010,2284.0,0.0
65394,VEZERONCE-CURTIN,2010,0.0,0.0
65392,VEZENOBRES,2010,42782.0,0.0
65390,VEZELS-ROUSSY,2010,0.0,0.0
65388,VEZELOIS,2010,6142.0,0.0
65386,VEZELISE,2010,22896.0,0.0
1168,ANDILLY,2010,113209.0,0.0
1166,ANDILLAC,2010,1588.0,0.0
1164,ANDIGNE,2010,0.0,0.0
1162,ANDEVILLE,2010,0.0,0.0
22188,FRIERES-FAILLOUEL,2010,0.0,0.0
1160,ANDERT-ET-CONDON,2010,8151.0,0.0
1158,ANDERNY,2010,0.0,0.0
22228,FROIDFOND,2010,0.0,0.0
1156,ANDERNOS-LES-BAINS,2010,96347.0,0.0
1154,ANDERNAY,2010,0.0,0.0
1152,ANDELU,2010,0.0,0.0
1190,ANDOUQUE,2010,8135.0,0.0
65384,VEZELAY,2010,4778.0,0.0
22226,FROIDEVILLE,2010,0.0,0.0
65382,VEZE,2010,4522.0,0.0
22224,FROIDEVAUX,2010,2181.0,0.0
22222,FROIDETERRE,2010,0.0,0.0
65416,VEZZANI,2010,11053.0,0.0
22220,FROIDESTREES,2010,2375.0,0.0
65414,VEZOT,2010,1481.0,0.0
65412,VEZINS-DE-LEVEZOU,2010,0.0,0.0
65410,VEZINS,2010,0.0,0.0
65408,VEZINNES,2010,465.0,0.0
65406,VEZIN-LE-COQUET,2010,65918.0,0.0
22218,FROIDEFONTAINE,2010,12486.0,0.0
65404,VEZILLY,2010,9354.0,0.0
65402,VEZILLON,2010,783.0,0.0
22216,FROIDECONCHE,2010,0.0,0.0
65400,VEZIERES,2010,5684.0,0.0
65438,VIARMES,2010,16657.0,0.0
65436,VIAPRES-LE-PETIT,2010,0.0,0.0
65434,VIANNE,2010,29167.0,0.0
65432,VIANGES,2010,1998.0,0.0
65430,VIANE,2010,0.0,0.0
65428,VIAM,2010,0.0,0.0
65426,VIALER,2010,4264.0,0.0
65424,VIALAS,2010,0.0,0.0
1146,ANDELOT-BLANCHEVILLE,2010,13087.0,0.0
1144,ANDELNANS,2010,9819.0,0.0
1142,ANDELAT,2010,1946.0,0.0
1140,ANDELARROT,2010,0.0,0.0
1138,ANDELARRE,2010,0.0,0.0
1136,ANDELAROCHE,2010,2599.0,0.0
22214,FROHMUHL,2010,742.0,0.0
1134,ANDELAIN,2010,11026.0,0.0
1132,ANDEL,2010,5416.0,0.0
1170,ANDILLY-EN-BASSIGNY,2010,3018.0,0.0
65422,VIALA-DU-TARN,2010,13207.0,0.0
65420,VIALA-DU-PAS-DE-JAUX,2010,3098.0,0.0
65418,VIABON,2010,0.0,0.0
65456,VIC-EN-BIGORRE,2010,92048.0,0.0
65454,VIC-DES-PRES,2010,1100.0,0.0
65452,VIC-DE-CHASSENAY,2010,1432.0,0.0
65450,VIBRAYE,2010,46038.0,0.0
22212,FROHEN-SUR-AUTHIE,2010,7082.0,0.0
65448,VIBRAC,2010,9619.0,0.0
22210,FROGES,2010,0.0,0.0
65446,VIBEUF,2010,2961.0,0.0
22246,FROMEREVILLE-LES-VALLONS,2010,1168.0,0.0
65444,VIBERSVILLER,2010,6847.0,0.0
65442,VIAZAC,2010,0.0,0.0
65440,VIAS,2010,0.0,0.0
65476,VICHEL,2010,0.0,0.0
65474,VICDESSOS,2010,26735.0,0.0
22244,FROMENTIERES,2010,33852.0,0.0
65472,VIC-SUR-SEILLE,2010,15093.0,0.0
65470,VIC-SUR-CERE,2010,0.0,0.0
22242,FROMENTAL,2010,6827.0,0.0
65468,VIC-SUR-AISNE,2010,73675.0,0.0
65466,VIC-SOUS-THIL,2010,2610.0,0.0
65464,VIC-LE-FESQ,2010,0.0,0.0
65462,VIC-LE-COMTE,2010,31346.0,0.0
65460,VIC-LA-GARDIOLE,2010,0.0,0.0
65458,VIC-FEZENSAC,2010,0.0,0.0
65496,VICQ-SUR-GARTEMPE,2010,0.0,0.0
65494,VICQ-SUR-BREUILH,2010,12790.0,0.0
65492,VICQ-EXEMPLET,2010,0.0,0.0
65490,VICQ-D'AURIBAT,2010,0.0,0.0
65488,VICQ,2010,3823.0,0.0
65486,VICO,2010,0.0,0.0
65484,VICHY,2010,129847.0,0.0
65482,VICHEREY,2010,1920.0,0.0
22240,FROMELLES,2010,9851.0,0.0
65480,VICHERES,2010,1824.0,0.0
22238,FROMELENNES,2010,68526.0,0.0
65478,VICHEL-NANTEUIL,2010,2182.0,0.0
65518,VIDOU,2010,4801.0,0.0
65516,VIDELLES,2010,0.0,0.0
17952,DOMSURE,2010,15436.0,0.0
65514,VIDEIX,2010,5694.0,0.0
17950,DOMREMY-LANDEVILLE,2010,1405.0,0.0
65512,VIDECOSVILLE,2010,1632.0,0.0
65510,VIDAUBAN,2010,0.0,0.0
65508,VIDAILLAT,2010,0.0,0.0
17948,DOMREMY-LA-PUCELLE,2010,1087.0,0.0
65506,VIDAILLAC,2010,3548.0,0.0
1128,ANDE,2010,0.0,0.0
1126,ANDARD,2010,9964.0,0.0
1124,ANDANCETTE,2010,0.0,0.0
1122,ANDANCE,2010,0.0,0.0
1120,ANDAINVILLE,2010,14883.0,0.0
1118,ANCY-SUR-MOSELLE,2010,0.0,0.0
1116,ANCY-LE-LIBRE,2010,2791.0,0.0
1114,ANCY-LE-FRANC,2010,13414.0,0.0
17946,DOMREMY-LA-CANNE,2010,1709.0,0.0
1112,ANCY,2010,14049.0,0.0
1150,ANDELOT-MORVAL,2010,4379.0,0.0
1148,ANDELOT-EN-MONTAGNE,2010,0.0,0.0
65504,VIDAI,2010,4449.0,0.0
17982,DONNAZAC,2010,1125.0,0.0
65502,VICTOT-PONTFOL,2010,4849.0,0.0
65500,VICQUES,2010,0.0,0.0
65498,VICQ-SUR-NAHON,2010,0.0,0.0
65538,VIEILLE-TOULOUSE,2010,0.0,0.0
65536,VIEILLE-EGLISE-EN-YVELINES,2010,0.0,0.0
17980,DONNAY,2010,0.0,0.0
65534,VIEILLE-EGLISE,2010,25862.0,0.0
65532,VIEILLE-CHAPELLE,2010,0.0,0.0
65530,VIEILLE-BRIOUDE,2010,0.0,0.0
65528,VIEIL-MOUTIER,2010,0.0,0.0
65526,VIEIL-HESDIN,2010,4134.0,0.0
65524,VIEFVILLERS,2010,2448.0,0.0
65522,VIDOUZE,2010,4985.0,0.0
65520,VIDOUVILLE,2010,1878.0,0.0
65556,VIELLA,2010,9722.0,0.0
65554,VIEL-SAINT-REMY,2010,5274.0,0.0
17978,DONJEUX,2010,1201.0,0.0
65552,VIEL-ARCY,2010,2686.0,0.0
65550,VIEILMOULIN,2010,2187.0,0.0
65548,VIEILLEY,2010,9413.0,0.0
65546,VIEILLEVIGNE,2010,3773.0,0.0
1108,ANCTOVILLE,2010,0.0,0.0
1106,ANCTEVILLE,2010,3395.0,0.0
1104,ANCRETTEVILLE-SUR-MER,2010,1247.0,0.0
1102,ANCRETIEVILLE-SAINT-VICTOR,2010,1625.0,0.0
17976,DONGES,2010,0.0,0.0
1100,ANCOURTEVILLE-SUR-HERICOURT,2010,9780.0,0.0
1098,ANCOURT,2010,0.0,0.0
1096,ANCONE,2010,0.0,0.0
1094,ANCIZAN,2010,14394.0,0.0
1130,ANDECHY,2010,4018.0,0.0
65544,VIEILLEVIE,2010,0.0,0.0
65542,VIEILLESPESSE,2010,2331.0,0.0
65540,VIEILLES-MAISONS-SUR-JOUDRY,2010,474.0,0.0
65578,VIELMUR-SUR-AGOUT,2010,26228.0,0.0
65576,VIELMANAY,2010,2480.0,0.0
65574,VIELLESEGURE,2010,0.0,0.0
65572,VIELLENAVE-DE-NAVARRENX,2010,3726.0,0.0
65570,VIELLENAVE-D'ARTHEZ,2010,0.0,0.0
65568,VIELLE-TURSAN,2010,0.0,0.0
65566,VIELLE-SOUBIRAN,2010,0.0,0.0
65564,VIELLE-SAINT-GIRONS,2010,0.0,0.0
65562,VIELLE-LOURON,2010,2200.0,0.0
65560,VIELLE-AURE,2010,0.0,0.0
65558,VIELLE-ADOUR,2010,14105.0,0.0
65598,VIENNE-LE-CHATEAU,2010,23671.0,0.0
17974,DONDAS,2010,7875.0,0.0
65596,VIENNE-LA-VILLE,2010,8165.0,0.0
22236,FROLOIS,2010,17936.0,0.0
65594,VIENNE-EN-VAL,2010,5680.0,0.0
65592,VIENNE-EN-BESSIN,2010,0.0,0.0
65590,VIENNE-EN-ARTHIES,2010,7410.0,0.0
65588,VIENNE,2010,0.0,0.0
65586,VIENNAY,2010,0.0,0.0
22234,FROISSY,2010,12041.0,0.0
1088,ANCIENVILLE,2010,1371.0,0.0
1086,ANCHENONCOURT-ET-CHAZEL,2010,0.0,0.0
1084,ANCHE,2010,11025.0,0.0
1082,ANCHAMPS,2010,0.0,0.0
1080,ANCEY,2010,2126.0,0.0
1078,ANCERVILLER,2010,2639.0,0.0
1076,ANCERVILLE,2010,62468.0,0.0
1074,ANCENIS,2010,0.0,0.0
1110,ANCTOVILLE-SUR-BOSCQ,2010,774.0,0.0
65584,VIELVERGE,2010,2761.0,0.0
22232,FROIDOS,2010,4055.0,0.0
65582,VIELS-MAISONS,2010,19632.0,0.0
65580,VIELPRAT,2010,0.0,0.0
65616,VIESLY,2010,9388.0,0.0
65614,VIERZY,2010,7222.0,0.0
65612,VIERZON,2010,0.0,0.0
65610,VIERVILLE-SUR-MER,2010,26646.0,0.0
65608,VIERVILLE,2010,480.0,0.0
65606,VIERSAT,2010,0.0,0.0
65604,VIER-BORDES,2010,566.0,0.0
65602,VIENVILLE,2010,3772.0,0.0
65600,VIENS,2010,0.0,0.0
22230,FROIDMONT-COHARTILLE,2010,0.0,0.0
65636,VIEUX FORT,2011,0.0,0.0
65634,VIEUX,2010,12148.0,0.0
65632,VIEUVY,2010,0.0,0.0
65630,VIEUVICQ,2010,0.0,0.0
65628,VIEUSSAN,2010,0.0,0.0
65626,VIEURE,2010,1700.0,0.0
65624,VIEU-D'IZENAVE,2010,2756.0,0.0
65622,VIEU,2010,12922.0,0.0
22264,FRONTENAUD,2010,28836.0,0.0
65620,VIETHOREY,2010,2412.0,0.0
65618,VIESSOIX,2010,3990.0,0.0
65658,VIEUX-FUME,2010,8064.0,0.0
65656,VIEUX-FORT,2010,0.0,0.0
22262,FRONTENAS,2010,0.0,0.0
65654,VIEUX-FERRETTE,2010,12885.0,0.0
65652,VIEUX-CONDE,2010,0.0,0.0
65650,VIEUX-CHATEAU,2010,845.0,0.0
65648,VIEUX-CHARMONT,2010,0.0,0.0
65646,VIEUX-CHAMPAGNE,2010,854.0,0.0
1068,ANCEINS,2010,9676.0,0.0
1066,ANCEAUMEVILLE,2010,3331.0,0.0
22260,FRONTENARD,2010,7343.0,0.0
1064,ANCE,2010,7369.0,0.0
22258,FRONTENAC,2010,13742.0,0.0
1062,ANAN,2010,6091.0,0.0
1060,ANAIS,2010,15344.0,0.0
1058,AMY,2010,9780.0,0.0
1056,AMURE,2010,0.0,0.0
1054,AMPUS,2010,0.0,0.0
1092,ANCINNES,2010,3665.0,0.0
1090,ANCIER,2010,0.0,0.0
65644,VIEUX-BOURG,2010,726.0,0.0
65642,VIEUX-BOUCAU-LES-BAINS,2010,308572.0,0.0
65640,VIEUX-BERQUIN,2010,0.0,0.0
65638,VIEUX HABITANTS,2011,0.0,0.0
65676,VIEUX-PONT-EN-AUGE,2010,733.0,0.0
65674,VIEUX-PONT,2010,8637.0,0.0
65672,VIEUX-MOULIN,2010,3930.0,0.0
65670,VIEUX-MESNIL,2010,0.0,0.0
65668,VIEUX-MAREUIL,2010,389.0,0.0
65666,VIEUX-MANOIR,2010,6379.0,0.0
1050,AMPRIANI,2010,387.0,0.0
1048,AMPONVILLE,2010,0.0,0.0
1046,AMPOIGNE,2010,6343.0,0.0
1044,AMPLIER,2010,0.0,0.0
1042,AMPLEPUIS,2010,0.0,0.0
1040,AMPILLY-LES-BORDES,2010,2107.0,0.0
1038,AMPILLY-LE-SEC,2010,9868.0,0.0
1036,AMOU,2010,0.0,0.0
1034,AMOROTS-SUCCOS,2010,0.0,0.0
1072,ANCEMONT,2010,24711.0,0.0
1070,ANCELLE,2010,0.0,0.0
65664,VIEUX-LIXHEIM,2010,1470.0,0.0
65662,VIEUX-LES-ASFELD,2010,9275.0,0.0
65660,VIEUX-HABITANTS,2010,0.0,0.0
65696,VIEVIGNE,2010,9129.0,0.0
65694,VIEUZOS,2010,950.0,0.0
65692,VIEUX-VY-SUR-COUESNON,2010,0.0,0.0
65690,VIEUX-VILLEZ,2010,0.0,0.0
65688,VIEUX-VIEL,2010,0.0,0.0
65686,VIEUX-THANN,2010,53448.0,0.0
65684,VIEUX-RUFFEC,2010,929.0,0.0
65682,VIEUX-ROUEN-SUR-BRESLE,2010,2069.0,0.0
65680,VIEUX-RENG,2010,0.0,0.0
22256,FRONSAC,2010,7767.0,0.0
65678,VIEUX-PORT,2010,9183.0,0.0
65714,VIGER,2010,6544.0,0.0
65712,VIGEOIS,2010,2351.0,0.0
22254,FRONCLES,2010,17151.0,0.0
65710,VIFFORT,2010,15539.0,0.0
65708,VIF,2010,52949.0,0.0
65706,VIEY,2010,275.0,0.0
65704,VIEVY-LE-RAYE,2010,0.0,0.0
65702,VIEVY,2010,4347.0,0.0
65700,VIEVILLE-EN-HAYE,2010,0.0,0.0
65698,VIEVILLE,2010,4651.0,0.0
22252,FROMY,2010,1302.0,0.0
65734,VIGNEMONT,2010,13316.0,0.0
65732,VIGNELY,2010,0.0,0.0
22250,FROMONT,2010,0.0,0.0
65730,VIGNEC,2010,4503.0,0.0
65728,VIGNAUX,2010,2427.0,0.0
65726,VIGNATS,2010,0.0,0.0
65724,VIGNALE,2010,0.0,0.0
65722,VIGNACOURT,2010,15926.0,0.0
1030,AMONDANS,2010,1848.0,0.0
1028,AMONCOURT,2010,1788.0,0.0
1026,AMNEVILLE,2010,76315.0,0.0
1024,AMNE,2010,7356.0,0.0
1022,AMMERZWILLER,2010,7260.0,0.0
1020,AMMERSCHWIHR,2010,0.0,0.0
22248,FROMEZEY,2010,2421.0,0.0
1018,AMIRAT,2010,2245.0,0.0
22290,FROUARD,2010,92030.0,0.0
1016,AMIONS,2010,10775.0,0.0
22288,FROTEY-LES-VESOUL,2010,0.0,0.0
1052,AMPUIS,2010,105911.0,0.0
65720,VIGLAIN,2010,0.0,0.0
65718,VIGGIANELLO,2010,0.0,0.0
65716,VIGEVILLE,2010,1757.0,0.0
65752,VIGNEVIEILLE,2010,8234.0,0.0
65750,VIGNEUX-SUR-SEINE,2010,0.0,0.0
65748,VIGNEUX-HOCQUET,2010,7467.0,0.0
65746,VIGNEUX-DE-BRETAGNE,2010,0.0,0.0
65744,VIGNEULLES-LES-HATTONCHATEL,2010,77500.0,0.0
65742,VIGNEULLES,2010,3638.0,0.0
65740,VIGNEUL-SOUS-MONTMEDY,2010,1624.0,0.0
65738,VIGNES-LA-COTE,2010,907.0,0.0
65736,VIGNES,2010,2759.0,0.0
65774,VIGNOUX-SUR-BARANGEON,2010,54924.0,0.0
65772,VIGNOUX-SOUS-LES-AIX,2010,0.0,0.0
22286,FROTEY-LES-LURE,2010,0.0,0.0
65770,VIGNOT,2010,88104.0,0.0
65768,VIGNORY,2010,4028.0,0.0
65766,VIGNONET,2010,1086.0,0.0
65764,VIGNOLS,2010,0.0,0.0
65762,VIGNOLLES,2010,0.0,0.0
1012,AMILLIS,2010,5126.0,0.0
1010,AMIGNY-ROUY,2010,0.0,0.0
1008,AMIGNY,2010,3186.0,0.0
1006,AMIFONTAINE,2010,5708.0,0.0
1004,AMIENS,2010,0.0,0.0
1002,AMFROIPRET,2010,5082.0,0.0
1000,AMFREVILLE-SUR-ITON,2010,0.0,0.0
998,AMFREVILLE-SOUS-LES-MONTS,2010,0.0,0.0
996,AMFREVILLE-LES-CHAMPS,2010,1017.0,0.0
994,AMFREVILLE-LA-MI-VOIE,2010,0.0,0.0
1032,AMONT-ET-EFFRENEY,2010,727.0,0.0
65760,VIGNOLES,2010,0.0,0.0
65758,VIGNOL,2010,1587.0,0.0
65756,VIGNOC,2010,0.0,0.0
65754,VIGNIEU,2010,0.0,0.0
65796,VILHONNEUR,2010,11783.0,0.0
65794,VILDE-GUINGALAN,2010,0.0,0.0
65792,VILCEY-SUR-TREY,2010,0.0,0.0
65790,VIJON,2010,0.0,0.0
22284,FROSSAY,2010,49138.0,0.0
65788,VIHIERS,2010,81236.0,0.0
65786,VIGY,2010,5831.0,0.0
65784,VIGUERON,2010,0.0,0.0
22282,FRONVILLE,2010,303.0,0.0
65782,VIGOUX,2010,16143.0,0.0
65780,VIGOULET-AUZIL,2010,0.0,0.0
65778,VIGOULANT,2010,0.0,0.0
65776,VIGNY,2010,14625.0,0.0
65814,VILLAINES-EN-DUESMOIS,2010,6876.0,0.0
22280,FRONTONAS,2010,0.0,0.0
65812,VILLAGE-NEUF,2010,152049.0,0.0
65810,VILLAFANS,2010,1158.0,0.0
65808,VILLADIN,2010,1052.0,0.0
65806,VILLACOURT,2010,3332.0,0.0
65804,VILLACERF,2010,1512.0,0.0
990,AMFREVILLE,2010,2626.0,0.0
988,AMEUVELLE,2010,597.0,0.0
986,AMEUGNY,2010,5875.0,0.0
22278,FRONTON,2010,0.0,0.0
984,AMETTES,2010,22261.0,0.0
22276,FRONTIGNAN-SAVES,2010,0.0,0.0
982,AMES,2010,27544.0,0.0
980,AMENUCOURT,2010,2596.0,0.0
978,AMENONCOURT,2010,675.0,0.0
1014,AMILLY,2010,0.0,0.0
65802,VILLAC,2010,864.0,0.0
65800,VILLABON,2010,12519.0,0.0
65798,VILLABE,2010,0.0,0.0
65832,VILLAINVILLE,2010,3472.0,0.0
65830,VILLAINES-SOUS-MALICORNE,2010,0.0,0.0
65828,VILLAINES-SOUS-LUCE,2010,5556.0,0.0
65826,VILLAINES-SOUS-BOIS,2010,2360.0,0.0
65824,VILLAINES-LES-ROCHERS,2010,0.0,0.0
65822,VILLAINES-LES-PREVOTES,2010,984.0,0.0
65820,VILLAINES-LA-JUHEL,2010,0.0,0.0
65818,VILLAINES-LA-GONAIS,2010,5625.0,0.0
65816,VILLAINES-LA-CARELLE,2010,3354.0,0.0
65852,VILLANOVA,2010,0.0,0.0
17934,DOMPRIX,2010,616.0,0.0
65850,VILLANIERE,2010,7669.0,0.0
65848,VILLANDRY,2010,0.0,0.0
65846,VILLANDRAUT,2010,11126.0,0.0
65844,VILLAMPUY,2010,0.0,0.0
65842,VILLAMEE,2010,3221.0,0.0
65840,VILLAMBLARD,2010,16145.0,0.0
65838,VILLAMBLAIN,2010,0.0,0.0
17932,DOMPREMY,2010,8040.0,0.0
65836,VILLALIER,2010,11768.0,0.0
17930,DOMPREL,2010,941.0,0.0
65834,VILLALET,2010,4423.0,0.0
65872,VILLARD-DE-LANS,2010,205874.0,0.0
65870,VILLARD-D'HERY,2010,0.0,0.0
65868,VILLARD-BONNOT,2010,0.0,0.0
65866,VILLARD,2010,45400.0,0.0
65864,VILLAR-SAINT-PANCRACE,2010,22832.0,0.0
65862,VILLAR-SAINT-ANSELME,2010,0.0,0.0
17962,DONCHERY,2010,97375.0,0.0
65860,VILLAR-LOUBIERE,2010,1710.0,0.0
17960,DONAZAC,2010,0.0,0.0
17958,DON,2010,0.0,0.0
972,AMELECOURT,2010,1977.0,0.0
970,AMEL-SUR-L'ETANG,2010,7052.0,0.0
17956,DOMVAST,2010,6683.0,0.0
968,AMECOURT,2010,4372.0,0.0
966,AMBUTRIX,2010,0.0,0.0
964,AMBRUS,2010,2541.0,0.0
962,AMBRUMESNIL,2010,0.0,0.0
960,AMBRUGEAT,2010,0.0,0.0
958,AMBRONAY,2010,0.0,0.0
956,AMBRINES,2010,0.0,0.0
954,AMBRIERES-LES-VALLEES,2010,0.0,0.0
992,AMFREVILLE-LA-CAMPAGNE,2010,21409.0,0.0
65858,VILLAR-EN-VAL,2010,1240.0,0.0
65856,VILLAR-D'ARENE,2010,6282.0,0.0
65854,VILLAPOURCON,2010,13157.0,0.0
65892,VILLARDEBELLE,2010,0.0,0.0
17954,DOMVALLIER,2010,165.0,0.0
65890,VILLARD-SUR-DORON,2010,50755.0,0.0
65888,VILLARD-SUR-BIENNE,2010,0.0,0.0
22274,FRONTIGNAN-DE-COMMINGES,2010,0.0,0.0
65886,VILLARD-SALLET,2010,4671.0,0.0
65884,VILLARD-SAINT-SAUVEUR,2010,8419.0,0.0
65882,VILLARD-SAINT-CHRISTOPHE,2010,0.0,0.0
65880,VILLARD-REYMOND,2010,0.0,0.0
65878,VILLARD-RECULAS,2010,5.0,0.0
65876,VILLARD-NOTRE-DAME,2010,0.0,0.0
22272,FRONTIGNAN,2010,0.0,0.0
65874,VILLARD-LEGER,2010,14791.0,0.0
22270,FRONTENEX,2010,0.0,0.0
65910,VILLARODIN-BOURGET,2010,55530.0,0.0
22268,FRONTENAY-ROHAN-ROHAN,2010,0.0,0.0
65908,VILLARLURIN,2010,6066.0,0.0
65906,VILLARIES,2010,0.0,0.0
65904,VILLARGONDRAN,2010,0.0,0.0
65902,VILLARGOIX,2010,927.0,0.0
65900,VILLARGENT,2010,478.0,0.0
22266,FRONTENAY,2010,0.0,0.0
65898,VILLAREMBERT,2010,90350.0,0.0
65896,VILLARDS-D'HERIA,2010,9328.0,0.0
22312,FRY,2010,903.0,0.0
65894,VILLARDONNEL,2010,26279.0,0.0
65932,VILLARS-LES-BLAMONT,2010,4156.0,0.0
65930,VILLARS-LE-SEC,2010,0.0,0.0
65928,VILLARS-LE-PAUTEL,2010,3640.0,0.0
65926,VILLARS-FONTAINE,2010,0.0,0.0
65924,VILLARS-ET-VILLENOTTE,2010,953.0,0.0
65922,VILLARS-EN-PONS,2010,0.0,0.0
65920,VILLARS-EN-AZOIS,2010,1476.0,0.0
22310,FRUNCE,2010,0.0,0.0
950,AMBRIEF,2010,1601.0,0.0
948,AMBRICOURT,2010,0.0,0.0
946,AMBRES,2010,0.0,0.0
944,AMBRAULT,2010,6017.0,0.0
22308,FRUGIERES-LE-PIN,2010,6464.0,0.0
942,AMBONVILLE,2010,1665.0,0.0
940,AMBONNAY,2010,16190.0,0.0
938,AMBONIL,2010,868.0,0.0
936,AMBON,2010,0.0,0.0
934,AMBOISE,2010,0.0,0.0
976,AMENDEUIX-ONEIX,2010,0.0,0.0
974,AMELIE-LES-BAINS-PALALDA,2010,0.0,0.0
65918,VILLARS-COLMARS,2010,91596.0,0.0
65916,VILLARS,2010,0.0,0.0
65914,VILLAROUX,2010,0.0,0.0
65912,VILLAROGER,2010,1895.0,0.0
65950,VILLARZEL-DU-RAZES,2010,2572.0,0.0
22306,FRUGES,2010,0.0,0.0
65948,VILLARZEL-CABARDES,2010,2619.0,0.0
22304,FRUGERES-LES-MINES,2010,0.0,0.0
65946,VILLARS-SUR-VAR,2010,25238.0,0.0
65944,VILLARS-SOUS-ECOT,2010,0.0,0.0
65942,VILLARS-SOUS-DAMPJOUX,2010,0.0,0.0
65940,VILLARS-SANTENOGE,2010,3602.0,0.0
65938,VILLARS-SAINT-GEORGES,2010,1589.0,0.0
65936,VILLARS-LES-DOMBES,2010,0.0,0.0
65934,VILLARS-LES-BOIS,2010,4323.0,0.0
65970,VILLE-D'AVRAY,2010,0.0,0.0
65968,VILLE-AU-VAL,2010,735.0,0.0
65966,VILLE-AU-MONTOIS,2010,3379.0,0.0
65964,VILLE,2010,85158.0,0.0
65962,VILLAZ,2010,59811.0,0.0
65960,VILLAVARD,2010,0.0,0.0
65958,VILLAUTOU,2010,1129.0,0.0
65956,VILLAUDRIC,2010,0.0,0.0
65954,VILLATE,2010,0.0,0.0
65952,VILLASAVARY,2010,61748.0,0.0
65988,VILLE-EN-SELVE,2010,28511.0,0.0
65986,VILLE-EN-SALLAZ,2010,14524.0,0.0
65984,VILLE-EN-BLAISOIS,2010,1878.0,0.0
65982,VILLE-DU-PONT,2010,2236.0,0.0
22302,FRUCOURT,2010,3377.0,0.0
65980,VILLE-DOMMANGE,2010,23925.0,0.0
65978,VILLE-DI-PIETRABUGNO,2010,0.0,0.0
928,AMBLOY,2010,0.0,0.0
926,AMBLIMONT,2010,3363.0,0.0
22300,FROZES,2010,3470.0,0.0
924,AMBLIE,2010,29050.0,0.0
922,AMBLEVILLE,2010,0.0,0.0
920,AMBLETEUSE,2010,80956.0,0.0
22298,FROYELLES,2010,0.0,0.0
918,AMBLEON,2010,1870.0,0.0
22296,FROVILLE,2010,1072.0,0.0
916,AMBLENY,2010,58858.0,0.0
914,AMBLANS-ET-VELOTTE,2010,3611.0,0.0
22294,FROUZINS,2010,0.0,0.0
952,AMBRIERES,2010,14829.0,0.0
65976,VILLE-DI-PARASO,2010,7631.0,0.0
65974,VILLE-DEVANT-CHAUMONT,2010,787.0,0.0
65972,VILLE-DEVANT-BELRAIN,2010,740.0,0.0
66006,VILLE-SAVOYE,2010,1149.0,0.0
66004,VILLE-SAINT-JACQUES,2010,0.0,0.0
66002,VILLE-LE-MARCLET,2010,2317.0,0.0
66000,VILLE-LANGY,2010,2886.0,0.0
65998,VILLE-LA-GRAND,2010,0.0,0.0
65996,VILLE-HOUDLEMONT,2010,7926.0,0.0
65994,VILLE-EN-WOEVRE,2010,5305.0,0.0
65992,VILLE-EN-VERMOIS,2010,9342.0,0.0
22292,FROUVILLE,2010,0.0,0.0
65990,VILLE-EN-TARDENOIS,2010,40305.0,0.0
