,mun_name,year,TH - INTERCOMMUNALITY / ACTUAL AMOUNT OF WHICH THP/E FOR THE BENEFIT OF THE STATE,yr_growth
59221,SCHWOBEN,2011,4496.0,75.69363032434545
36585,MANRE,2011,3296.0,75.69296375266525
65503,VICTOT-PONTFOL,2011,8519.0,75.6857083934832
32257,LE MESNIL-GILBERT,2011,3396.0,75.68546301086394
24281,GRIVY-LOISY,2011,5527.0,75.68340750158931
63675,VAL-D'ISERE,2011,96397.0,75.67611896777956
53907,SAINT-JULIA,2011,8926.0,75.6740799055304
22193,FRIESENHEIM,2011,28044.0,75.65925461948011
5845,BERTHEAUVILLE,2011,6805.0,75.6582343830666
24091,GRAYSSAS,2011,6232.0,75.64825253664036
4139,BARC,2011,56248.0,75.643267549338
39765,MONTAGNEY-SERVIGNEY,2011,6590.0,75.63965884861408
38195,MENNEVAL,2011,59066.0,75.63484983645554
47559,PROVEYSIEUX,2011,23218.0,75.60127060959007
12287,CHAPELLE-DES-BOIS,2011,21051.0,75.6006006006006
18153,DOUVILLE-EN-AUGE,2011,19337.0,75.59934616781693
20375,FAVRESSE,2011,14453.0,75.59227311383793
10297,CAORCHES-SAINT-NICOLAS,2011,17431.0,75.59182028810315
9309,BRUYS,2011,1043.0,75.58922558922558
18241,DRICOURT,2011,2186.0,75.58232931726909
53179,SAINT-GILLES-DES-MARAIS,2011,5134.0,75.5813953488372
37891,MEALLET,2011,5608.0,75.57921102066373
36017,MAGNY-CHATELARD,2011,381.0,75.57603686635944
22457,GALIAX,2011,15791.0,75.57260395819435
56337,SAINT-PIERRE-SAINT-JEAN,2011,3671.0,75.56193208990913
20193,FAISSAULT,2011,9654.0,75.55919258046919
55995,SAINT-PAULET,2011,12017.0,75.55880204528853
33519,LES ETANGS,2011,3302.0,75.54492291334397
24321,GROSLEY-SUR-RISLE,2011,36202.0,75.54187072685836
55589,SAINT-NABOR,2011,21745.0,75.53277365192122
61183,TAILLANT,2011,12050.0,75.5280407865987
68183,ZAESSINGUE,2011,6991.0,75.52096409741401
67831,WESTREHEM,2011,16798.0,75.50935116497753
67427,VOREY,2011,98055.0,75.50877946625141
40381,MONTGIBAUD,2011,9853.0,75.5076594228714
26435,IVRY-LA-BATAILLE,2011,63760.0,75.50233966418938
5179,BEINE,2011,10223.0,75.50214592274678
4825,BEAULIEU-SUR-LAYON,2011,118335.0,75.49310395966187
38019,MELICOCQ,2011,40253.0,75.47844282662714
45567,PIERRE-PERCEE,2011,6333.0,75.47797173732336
23095,GHISONI,2011,26424.0,75.46981871306195
56867,SAINT-SAUVEUR-GOUVERNET,2011,4971.0,75.46770208259795
32107,LE LUC,2011,153203.0,75.46413477947156
24561,GUIGNICOURT-SUR-VENCE,2011,11841.0,75.44821455030375
21293,FONTAINES-SUR-MARNE,2011,4372.0,75.4414125200642
34385,LIGNAN-DE-BORDEAUX,2011,43060.0,75.44002607561929
35811,LUXEY,2011,46698.0,75.43767375460216
58403,SANS-VALLOIS,2011,1821.0,75.43352601156069
45433,PEYRUSSE,2011,10596.0,75.43046357615894
40987,MONTSALIER,2011,1742.0,75.42799597180262
39421,MONCHY-HUMIERES,2011,35682.0,75.41910427215967
17913,DOMPIERRE-SUR-CHARENTE,2011,17813.0,75.41112752338749
58977,SAUZE-VAUSSAIS,2011,143649.0,75.40417114388981
68247,ZUTKERQUE,2011,50039.0,75.40311273135165
52727,SAINT-GENIX-SUR-GUIERS,2011,61026.0,75.40239135433433
23503,GOMMEVILLE,2011,5090.0,75.39627842866989
4387,BASSIGNAC,2011,13366.0,75.38380789922581
35739,LUSIGNAC,2011,14806.0,75.36420703541395
61779,THENORGUES,2011,3132.0,75.36394176931691
31045,LASSE,2011,26601.0,75.35266974291365
4005,BANNEGON,2011,12087.0,75.35180618018279
33525,LES FARGES,2011,16544.0,75.34711181770005
50775,SAINT-AMAND-DE-COLY,2011,21706.0,75.34534291946038
51415,SAINT-BOMER,2011,1543.0,75.3409090909091
48375,RAON-LES-LEAU,2011,3375.0,75.32467532467533
37669,MAUREMONT,2011,8533.0,75.3236079720567
60841,SOUSSEY-SUR-BRIONNE,2011,6564.0,75.32051282051282
25015,HARGNIES,2011,78161.0,75.31963572742363
50423,RUSTROFF,2011,10712.0,75.31914893617021
8231,BOUVELLEMONT,2011,4260.0,75.30864197530865
25053,HASELBOURG,2011,3038.0,75.30294287362955
38561,MESPLEDE,2011,28029.0,75.3017699668522
41255,MORSALINES,2011,13631.0,75.2957818930041
66121,VILLEDIEU-LES-BAILLEUL,2011,14531.0,75.28347406513872
30791,LANUEJOULS,2011,20689.0,75.2710945442223
60553,SOREL-MOUSSEL,2011,63727.0,75.2571365711457
60795,SOUPIR,2011,7972.0,75.24730710046164
58435,SANTA-MARIA-POGGIO,2011,26888.0,75.24604053965977
32449,LE PESCHER,2011,10653.0,75.24263859187367
34347,LIEUREY,2011,167509.0,75.24244928703693
52417,SAINT-EUSEBE-EN-CHAMPSAUR,2011,7877.0,75.23915461624027
14931,CONDORCET,2011,12640.0,75.2391515319562
8749,BRETTE,2011,934.0,75.23452157598499
14127,CLAMENSANE,2011,3268.0,75.2278820375335
65335,VEULES-LES-ROSES,2011,210094.0,75.21412427965006
40661,MONTLOUIS,2011,10833.0,75.20621057738963
60543,SORE,2011,85728.0,75.20181480043327
2245,ARTHEZ-DE-BEARN,2011,202848.0,75.19519104539486
63509,USINENS,2011,11512.0,75.1940343935474
50895,SAINT-ANDRE-DE-L'EURE,2011,157396.0,75.1705563531546
49053,RIBIERS,2011,30752.0,75.16518569150148
43643,OMEY,2011,10753.0,75.15882065482977
40967,MONTROUGE,2011,1044071.0,75.15442402606335
6319,BEZU-LA-FORET,2011,23658.0,75.15362404679055
38981,MIRABEL-AUX-BARONNIES,2011,53619.0,75.14535833278893
49093,RICQUEBOURG,2011,10494.0,75.13351134846462
19489,ESPALEM,2011,5359.0,75.13071895424837
59519,SENCENAC-PUY-DE-FOURCHES,2011,10688.0,75.12698672783877
10429,CARIGNAN,2011,159821.0,75.10408449469716
10449,CARLUCET,2011,13411.0,75.10118814466641
26405,ITEUIL,2011,160442.0,75.09958637549248
19439,ESCOUTOUX,2011,4465.0,75.09803921568627
30239,LALOBBE,2011,6708.0,75.09788566953797
57827,SAINTE-MARGUERITE-D'ELLE,2011,34201.0,75.09343162852609
27721,LA CELETTE,2011,3922.0,75.08928571428571
20773,FISLIS,2011,17816.0,75.07861635220125
23283,GIRONVILLE,2011,660.0,75.06631299734748
41161,MORIENNE,2011,702.0,75.06234413965088
26403,ITANCOURT,2011,70566.0,75.05829818903497
27597,LA BONNEVILLE,2011,9376.0,75.05601194921583
5791,BEROU-LA-MULOTIERE,2011,11011.0,75.05564387917329
5523,BENEUVRE,2011,5668.0,75.04632489190858
969,AMECOURT,2011,7653.0,75.04574565416286
11373,CESSENS,2011,15192.0,75.0432077428275
13485,CHENY,2011,180880.0,75.04233802680602
759,ALLOUAGNE,2011,309283.0,75.03084288802617
7831,BOULOIRE,2011,68519.0,75.02554408909778
32909,LE VAL-DE-GUEBLANGE,2011,8982.0,75.0194855806703
13457,CHENNEBRUN,2011,3432.0,75.01274859765425
19047,EPERSY,2011,14078.0,75.01243162605668
15047,CONTEVILLE,2011,67646.0,75.00388058156983
55463,SAINT-MICHEL-CHEF-CHEF,2011,353814.0,75.00123653414317
17861,DOMMARTIN-LES-VALLOIS,2011,518.0,75.0
33263,LEROUVILLE,2011,153097.0,74.99799965708407
36223,MAISONNAY,2011,10510.0,74.991674991675
10895,CAUDEBRONDE,2011,3561.0,74.987714987715
13575,CHERY-LES-ROZOY,2011,3029.0,74.98555748122473
50993,SAINT-ANTOINE-CUMOND,2011,22361.0,74.98239298849676
47943,QUEMIGNY-SUR-SEINE,2011,6259.0,74.979032708974
64065,VANVEY,2011,12997.0,74.97307485191168
38221,MENSIGNAC,2011,22267.0,74.97249724972497
52641,SAINT-GENARD,2011,14550.0,74.96392496392497
40085,MONTCHEUTIN,2011,2948.0,74.95548961424332
14375,CLUSSAIS-LA-POMMERAIE,2011,54057.0,74.94174757281553
15771,COURCHAPON,2011,10113.0,74.9351323300467
16659,CUBIERETTES,2011,1723.0,74.9238578680203
36559,MANNEVILLE-LA-RAOULT,2011,28428.0,74.92000984494216
61591,TERNY-SORNY,2011,9617.0,74.91815205529284
34079,LEUGLAY,2011,16608.0,74.913112164297
7021,BOIS-ARNAULT,2011,39984.0,74.88518567117175
6841,BLESIGNAC,2011,7637.0,74.87978016945272
39995,MONTBOUDIF,2011,12101.0,74.8699421965318
13729,CHICHEE,2011,9074.0,74.86991713239544
66581,VILLERS-GRELOT,2011,5984.0,74.86849795441263
8465,BRANVILLE,2011,17259.0,74.86322188449847
24725,GUSSIGNIES,2011,14914.0,74.86223472857311
57425,SAINT-VINCENT-LA-CHATRE,2011,24214.0,74.85557481224726
58043,SAISSAC,2011,19261.0,74.84567901234568
51035,SAINT-AQUILIN,2011,17930.0,74.84154071184787
54253,SAINT-LAURENT-DES-HOMMES,2011,22340.0,74.8180608811331
22157,FREYBOUSE,2011,3755.0,74.81378026070763
16855,CURSAN,2011,20693.0,74.8014867376246
64625,VELLECHES,2011,8796.0,74.80127186009538
53803,SAINT-JEAN-PIERRE-FIXTE,2011,2982.0,74.79484173505276
64533,VAYRAC,2011,93934.0,74.78694503367943
13363,CHEMERY-SUR-BAR,2011,16365.0,74.78372316565203
56077,SAINT-PIERRE-AIGLE,2011,29991.0,74.78291275715368
64663,VELONE-ORNETO,2011,3202.0,74.78165938864629
8771,BRETTEVILLE-SUR-LAIZE,2011,120667.0,74.77585782361206
64095,VARANGES,2011,29433.0,74.76990677513213
4903,BEAUMONT-LES-AUTELS,2011,4252.0,74.76366625565146
47905,QUAIX-EN-CHARTREUSE,2011,40947.0,74.75566557125177
52533,SAINT-FLOXEL,2011,36419.0,74.7552783109405
1903,ARGENVILLIERS,2011,3212.0,74.75516866158868
42201,NEOULES,2011,26194.0,74.75482020148108
18799,ELISE-DAUCOURT,2011,3551.0,74.75393700787401
4775,BEAUFIN,2011,1391.0,74.74874371859298
58637,SARTILLY,2011,95035.0,74.7416614569926
3999,BANNANS,2011,12948.0,74.73684210526315
8815,BREUVILLE,2011,10664.0,74.73373750614452
65417,VEZZANI,2011,19313.0,74.7308423052565
45705,PINAS,2011,8158.0,74.72692225315913
33469,LES COTES-DE-CORPS,2011,5918.0,74.72689695896074
15987,COURTOIS-SUR-YONNE,2011,42072.0,74.72486398936833
59039,SAVIGNE-L'EVEQUE,2011,109038.0,74.71798487373414
67217,VITRY-EN-PERTHOIS,2011,100450.0,74.71692206007687
27669,LA BURBANCHE,2011,3192.0,74.71264367816092
60483,SONDERSDORF,2011,12464.0,74.71264367816092
57491,SAINT-YBARS,2011,23993.0,74.69783020241736
11925,CHAMPDEUIL,2011,14323.0,74.69203561409928
45253,PESSOULENS,2011,14157.0,74.69151036525173
24063,GRAVAL,2011,1249.0,74.68531468531468
32189,LE MENIL-CIBOULT,2011,7293.0,74.68263473053892
53475,SAINT-JACQUES,2011,1352.0,74.67700258397933
54769,SAINT-MARS-DE-LOCQUENAY,2011,17798.0,74.66143277723259
8065,BOURNAN,2011,5313.0,74.65483234714004
18393,DURBAN-SUR-ARIZE,2011,24271.0,74.6492048643592
1565,AOUSTE-SUR-SYE,2011,80069.0,74.64773371722724
64193,VASCOEUIL,2011,28305.0,74.64675757388783
38041,MELLERAN,2011,38192.0,74.63990123005168
24865,HAM-EN-ARTOIS,2011,80637.0,74.6372417377745
13029,CHAUDON-NORANTE,2011,3159.0,74.6268656716418
985,AMETTES,2011,38871.0,74.61479717892277
6323,BEZU-SAINT-ELOI,2011,69773.0,74.60710710710711
43287,NUAILLE-SUR-BOUTONNE,2011,14143.0,74.60493827160494
9949,CALONNE-SUR-LA-LYS,2011,117561.0,74.60418832615477
44079,OSNES,2011,8730.0,74.6
47299,PREFAILLES,2011,173678.0,74.58058160690771
61661,TEURTHEVILLE-BOCAGE,2011,18446.0,74.57883778156351
35173,LORLEAU,2011,14956.0,74.57686471343527
49365,ROCBARON,2011,35113.0,74.56995127771702
42067,NARBIEF,2011,1400.0,74.56359102244389
25843,HOSTENS,2011,31124.0,74.54994111379058
33729,LES OLLIERES,2011,32838.0,74.54951363418913
39691,MONT-NOTRE-DAME,2011,23136.0,74.54545454545455
63871,VALLEGUE,2011,10399.0,74.53843571668345
36069,MAGSTATT-LE-BAS,2011,9884.0,74.53646477132261
24157,GRESIN,2011,9678.0,74.53561767357981
1481,ANTHEUIL-PORTES,2011,18860.0,74.53266703683138
44109,OSTABAT-ASME,2011,3906.0,74.53083109919572
39635,MONT-BERNANCHON,2011,109949.0,74.52222222222223
21451,FORCALQUEIRET,2011,22768.0,74.5209259543155
50809,SAINT-AMANS-DU-PECH,2011,13232.0,74.5185966763387
30463,LANDEPEREUSE,2011,31935.0,74.51773320946499
1267,ANGLARS,2011,17455.0,74.51509698060389
20805,FLAGEY-RIGNEY,2011,7366.0,74.50841032930585
26917,JU-BELLOC,2011,20672.0,74.50616241769373
33795,LES PRES,2011,1143.0,74.50381679389312
63715,VALAILLES,2011,10784.0,74.49838187702265
22741,GEISPITZEN,2011,11302.0,74.49436467500385
43035,NOTRE-DAME-D'ALLENCON,2011,40081.0,74.48522049540726
20877,FLAXIEU,2011,2202.0,74.48494453248811
41679,MOY-DE-L'AISNE,2011,61503.0,74.481545575761
14501,COIVERT,2011,19953.0,74.47534102833158
39957,MONTBELIARDOT,2011,1982.0,74.47183098591549
12297,CHAPELLE-VIVIERS,2011,19108.0,74.47041636230826
56547,SAINT-QUENTIN-LES-CHARDONNETS,2011,18744.0,74.46016381236039
64561,VEBRET,2011,29080.0,74.44511097780445
24415,GUEBLING,2011,2927.0,74.43384982121573
67601,VUILLECIN,2011,17787.0,74.4336569579288
24809,HAGONDANGE,2011,27719.0,74.43206846642754
4851,BEAUMESNIL,2011,72265.0,74.41411435329327
41321,MORVILLE-LES-VIC,2011,2733.0,74.4097000638162
2717,AUCHY-AU-BOIS,2011,37555.0,74.40672456229973
51515,SAINT-BRESSOU,2011,12337.0,74.39920836867402
55307,SAINT-MAURICE-EN-COTENTIN,2011,12160.0,74.38692098092643
38249,MEOUNES-LES-MONTRIEUX,2011,19500.0,74.37181436108379
12553,CHARVONNEX,2011,38794.0,74.3628927142793
27123,KAPPELEN,2011,12981.0,74.3586299529886
1791,ARDENAY-SUR-MERIZE,2011,9635.0,74.35758233803837
36145,MAINNEVILLE,2011,19125.0,74.35500045583007
25113,HAUSGAUEN,2011,8573.0,74.35428106569046
47673,PUIHARDY,2011,1543.0,74.35028248587571
63495,URVILLERS,2011,41532.0,74.34304424481572
23477,GOLLEVILLE,2011,8685.0,74.32757928542753
67585,VROIL,2011,6858.0,74.32638535841383
6099,BETTAINVILLERS,2011,21292.0,74.31027425296767
65535,VIEILLE-EGLISE,2011,45080.0,74.30979815946176
55649,SAINT-NICOLAS-DE-PORT,2011,395421.0,74.2956256501578
34547,LINAY,2011,7852.0,74.29522752497225
45809,PIZIEUX,2011,3376.0,74.29013939081052
29765,LABOUHEYRE,2011,101513.0,74.289197170524
26077,HYENVILLE,2011,21570.0,74.28894634776988
38833,MIERMAIGNE,2011,2276.0,74.27258805513017
10253,CANNY-SUR-MATZ,2011,17354.0,74.27194215705966
30571,LANEUVEVILLE-EN-SAULNOIS,2011,4280.0,74.2671009771987
42021,NANTEUIL-EN-VALLEE,2011,26786.0,74.2632229523128
15269,CORNAY,2011,2952.0,74.2621015348288
16407,CREZIERES,2011,3588.0,74.25934919864011
49041,RIBEMONT,2011,121498.0,74.25313732520617
36057,MAGNY-SAINT-MEDARD,2011,15259.0,74.24917209089871
12235,CHANTERELLE,2011,9127.0,74.24589537991599
4409,BASSU,2011,10876.0,74.23902595322012
40925,MONTREUX-JEUNE,2011,12806.0,74.23129251700679
33987,LESPESSES,2011,32081.0,74.23016347146039
43499,OHERVILLE,2011,22481.0,74.21729696218226
28937,LA NEUVE-LYRE,2011,36188.0,74.21528981321009
20001,EUVILLE,2011,160804.0,74.21130178540474
47995,QUET-EN-BEAUMONT,2011,5313.0,74.19672131147541
8673,BRENY,2011,7255.0,74.18967587034814
33727,LES NOUILLERS,2011,38525.0,74.17152674171527
17081,DAMOUSIES,2011,5286.0,74.16803953871499
44463,PAIZAY-LE-TORT,2011,20384.0,74.16267942583733
53811,SAINT-JEAN-ROHRBACH,2011,9234.0,74.16069407770652
67043,VINSOBRES,2011,41940.0,74.14773906905285
5191,BELABRE,2011,62499.0,74.13557716419157
41925,NAISEY-LES-GRANGES,2011,36947.0,74.13045527382411
21363,FONTENAY-SOUS-FOURONNES,2011,2772.0,74.12060301507537
36093,MAILHOLAS,2011,2119.0,74.11668036154478
7449,BORDS,2011,81812.0,74.1125393717545
44893,PAYROUX,2011,17788.0,74.10198688460409
10477,CARNOULES,2011,45499.0,74.09887502869825
9959,CALVIAC-EN-PERIGORD,2011,20950.0,74.07561279601164
50289,RUBROUCK,2011,47212.0,74.07270850232284
3143,AUTRECOURT-ET-POURRON,2011,14399.0,74.06914893617021
37733,MAUVIERES,2011,12982.0,74.06811477607937
41587,MOUSTEY,2011,4931.0,74.0557712672079
19381,ESCLAUZELS,2011,12626.0,74.05569341053211
29735,LABERLIERE,2011,8983.0,74.05541561712846
18383,DURANVILLE,2011,8473.0,74.05505341002466
27369,L'HOSPITALET,2011,1288.0,74.05405405405405
4665,BAZOCHES-SUR-VESLES,2011,11679.0,74.05365126676602
30147,LAIGNY,2011,4414.0,74.05362776025235
55289,SAINT-MAURICE-DE-ROTHERENS,2011,4367.0,74.05340773216422
42845,NOHANT-EN-GRACAY,2011,26681.0,74.044357469015
16531,CROPUS,2011,4123.0,74.03967918953145
66229,VILLEMAGNE,2011,17630.0,74.03751233958539
6713,BLAN,2011,12160.0,74.03749821096322
59173,SCHERWILLER,2011,288248.0,74.0249704170591
60971,STONNE,2011,1949.0,74.01785714285715
15433,COTTEVRARD,2011,7900.0,74.00881057268722
27455,LA BARRE-EN-OUCHE,2011,87160.0,74.00331396857719
20037,EVIRES,2011,41778.0,74.00249895876718
37439,MAS-D'ORCIERES,2011,5039.0,73.9986187845304
39455,MONDELANGE,2011,19781.0,73.99067640073885
61149,SYLVAINS-LES-MOULINS,2011,51640.0,73.98335635591793
37645,MAUPERTUIS,2011,9187.0,73.96326453323235
6853,BLESSY,2011,65507.0,73.96165285744635
37813,MAZAUGUES,2011,7362.0,73.96030245746692
54031,SAINT-JULIEN-LE-VENDOMOIS,2011,9044.0,73.95653010194269
47065,POURCHARESSES,2011,5088.0,73.94871794871794
43195,NOVION-PORCIEN,2011,19626.0,73.94310023929805
57545,SAINTE-ALVERE,2011,65425.0,73.942519873448
8997,BRINCKHEIM,2011,8302.0,73.93672742509952
19237,ERLOY,2011,3350.0,73.93561786085151
63409,UNCEY-LE-FRANC,2011,3543.0,73.93225331369662
17597,DIGOSVILLE,2011,38235.0,73.92985488786789
15443,COUBISOU,2011,13041.0,73.92638036809815
53439,SAINT-HUBERT,2011,1767.0,73.91732283464567
9289,BRUSSON,2011,15363.0,73.90762961285941
55483,SAINT-MICHEL-DE-DEZE,2011,3659.0,73.90684410646388
15081,CONTRIERES,2011,19077.0,73.90154968094804
52703,SAINT-GENIEZ-D'OLT,2011,250693.0,73.8991398446171
43611,OLMI-CAPPELLA,2011,13854.0,73.89230576126522
60059,SIDIAILLES,2011,10150.0,73.89069727599794
61107,SURY-PRES-LERE,2011,7745.0,73.88863942523575
23721,GOURNAY-LOIZE,2011,41310.0,73.88559161510292
45797,PITHIVIERS,2011,318824.0,73.88250179977747
23041,GESTAS,2011,3208.0,73.87533875338754
33965,LESGES,2011,2382.0,73.86861313868613
24867,HAM-LES-MOINES,2011,5287.0,73.85728378822756
35789,LUTTER,2011,14584.0,73.84670401716534
32689,LE RONCENAY-AUTHENAY,2011,18297.0,73.84323040380048
2665,AUBONCOURT-VAUZELLES,2011,3117.0,73.84272169548242
62877,TREIGNAC,2011,28641.0,73.83466860888565
58423,SANT'ANDREA-DI-COTONE,2011,11955.0,73.81506251817389
12091,CHAMPSECRET,2011,53024.0,73.81498721562971
31949,LE GICQ,2011,7872.0,73.81320379774785
37853,MAZEYROLLES,2011,33791.0,73.80413537701882
21391,FONTENILLE-SAINT-MARTIN-D'ENTRAIGUES,2011,43660.0,73.79881374149119
52925,SAINT-GERMAIN-DE-FRESNEY,2011,9100.0,73.79679144385027
60451,SOMMESNIL,2011,5080.0,73.79404721176873
9035,BRIQUENAY,2011,3269.0,73.79053694843168
30945,LAROCHE-SAINT-CYDROINE,2011,129715.0,73.78984177172792
21617,FOUJU,2011,11004.0,73.78395451674037
24611,GUINARTHE-PARENTIES,2011,11631.0,73.77857463021067
34983,LONGECOURT-LES-CULETRE,2011,1682.0,73.7603305785124
32085,LE LONZAC,2011,15553.0,73.75712210926153
36669,MARANWEZ,2011,1819.0,73.73447946513849
19939,ETREUX,2011,34682.0,73.7314030957271
53933,SAINT-JULIEN-DE-BOURDEILLES,2011,5217.0,73.72627372627373
54281,SAINT-LAURENT-EN-BEAUMONT,2011,21133.0,73.7054085155351
6219,BEUZEVILLE,2011,192816.0,73.70497828867948
4901,BEAUMONT-LE-ROGER,2011,211784.0,73.7030748915299
42127,NAVES-PARMELAN,2011,32992.0,73.68781258225849
11649,CHALONS-SUR-VESLE,2011,17733.0,73.68266405484819
36869,MARCQ,2011,4177.0,73.67983367983368
40241,MONTESQUIEU-GUITTAUT,2011,5589.0,73.67930391547544
37871,MAZINGHEM,2011,31875.0,73.67732795728219
18561,ECHOURGNAC,2011,15940.0,73.67618217476574
59187,SCHLIERBACH,2011,23170.0,73.6751367963421
33463,LES COSTES,2011,10526.0,73.66771159874608
52593,SAINT-FRONT-DE-PRADOUX,2011,22137.0,73.66439162155801
38429,MERTRUD,2011,5981.0,73.664343786295
68067,YDES,2011,102121.0,73.65744992007617
47697,PUISEUX-EN-BRAY,2011,23659.0,73.65678214914855
22857,GENLIS,2011,193651.0,73.64220833370695
32813,LE THORONET,2011,62397.0,73.63851398358146
41399,MOUETTES,2011,18947.0,73.63453079178885
42145,NEAUFLES-SAINT-MARTIN,2011,50078.0,73.6287358712988
18667,ECTOT-LES-BAONS,2011,3231.0,73.61633530360021
2159,ARRODETS-EZ-ANGLES,2011,11337.0,73.61408882082695
4283,BARREME,2011,10307.0,73.60619841670878
6925,BLOUSSON-SERIAN,2011,5524.0,73.60150848522942
7471,BORON,2011,14782.0,73.5995302407516
66745,VILLESISCLE,2011,31461.0,73.59708657507035
37367,MARTIGNY-LES-GERBONVAUX,2011,7074.0,73.59509202453988
58983,SAUZON,2011,225382.0,73.59377045897422
5011,BEAUTEVILLE,2011,3963.0,73.58738501971091
1203,ANDREZEL,2011,8110.0,73.58732876712328
40475,MONTIGNAC-CHARENTE,2011,32813.0,73.58620324816167
25335,HELLERING-LES-FENETRANGE,2011,2175.0,73.58339984038308
3099,AUTHON-DU-PERCHE,2011,11451.0,73.57889949977262
43001,NORRENT-FONTES,2011,108677.0,73.57493092268132
19639,ESSIGNY-LE-GRAND,2011,75518.0,73.56469777062745
45053,PERCY,2011,172564.0,73.55674457899183
32611,LE PRADAL,2011,8761.0,73.55388272583201
10453,CARLUX,2011,27791.0,73.55273840004996
39651,MONT-DE-L'IF,2011,3261.0,73.54976051091006
19839,ETEIMBES,2011,14789.0,73.53907533442853
1375,ANNEPONT,2011,20172.0,73.53750860289057
36205,MAISONCELLES,2011,5806.0,73.52062163777646
31401,LAVOUTE-SUR-LOIRE,2011,46704.0,73.51761034329024
33597,LES HOGUES,2011,51484.0,73.51622796670149
58865,SAUSSAY,2011,32471.0,73.49326779226331
18467,EBERSMUNSTER,2011,38167.0,73.4705935824016
50291,RUCA,2011,19551.0,73.46286931062018
47225,PRATS-DU-PERIGORD,2011,15949.0,73.45296356715606
13405,CHENAUD,2011,21408.0,73.44243700883092
24325,GROSNE,2011,12632.0,73.42119714442615
28259,LA COUTURE-BOUSSEY,2011,117735.0,73.41512991221352
43067,NOTRE-DAME-DE-LIVAYE,2011,7219.0,73.4085995676195
49951,ROUELLE,2011,9984.0,73.3935394234109
50499,SACONIN-ET-BREUIL,2011,14095.0,73.39156107762332
10611,CASTAGNAC,2011,16538.0,73.39064793457749
489,AIZIER,2011,20401.0,73.38942716301207
68161,YVRE-L'EVEQUE,2011,520967.0,73.38403168369554
27571,LA BIOLLE,2011,77033.0,73.37669645067632
67241,VITTEFLEUR,2011,64582.0,73.3698424203377
2121,ARRAYOU-LAHITTE,2011,11151.0,73.36753731343283
8097,BOURRET,2011,21285.0,73.35885323342563
6843,BLESLE,2011,19750.0,73.35205828140086
64341,VAUDREVILLE,2011,5679.0,73.35164835164835
32009,LE GUISLAIN,2011,9006.0,73.3256351039261
28737,LA LANDE-SAINT-LEGER,2011,18869.0,73.30088170462895
5479,BELVOIR,2011,2083.0,73.29450915141432
54487,SAINT-LOUBE,2011,9829.0,73.28984485190409
51329,SAINT-BEAUZEIL,2011,9756.0,73.28596802841918
13831,CHIVRES-VAL,2011,18633.0,73.28187482563006
39487,MONDRAINVILLE,2011,8891.0,73.28006236601053
66049,VILLEBERNY,2011,4533.0,73.27981651376146
21223,FONTAINE-LES-BASSETS,2011,6463.0,73.27077747989276
16929,CUVERVILLE-SUR-YERES,2011,4654.0,73.26880119136263
61067,SURFONTAINE,2011,3902.0,73.26820603907638
15001,CONNERRE,2011,77643.0,73.26385789520664
29715,LABECEDE-LAURAGAIS,2011,30120.0,73.26277036355269
22363,GABARRET,2011,152918.0,73.26248045502957
20831,FLASSANS-SUR-ISSOLE,2011,59169.0,73.26207906295754
40243,MONTESQUIEU-LAURAGAIS,2011,23962.0,73.26102675343456
6407,BIERMONT,2011,7821.0,73.26096588391671
35293,LOUESME,2011,5475.0,73.25949367088607
49895,ROSSILLON,2011,3408.0,73.25876970005083
53145,SAINT-GERVAIS-LES-TROIS-CLOCHERS,2011,30469.0,73.25713635846697
58915,SAUVAT,2011,13001.0,73.2542643923241
37495,MASSAT,2011,75713.0,73.25232832200636
46495,POMMEREVAL,2011,7384.0,73.25199436884093
17073,DAMMARTIN-LES-TEMPLIERS,2011,8407.0,73.23305172058521
20977,FLEVILLE,2011,3442.0,73.22596879718168
55255,SAINT-MAUR-DES-BOIS,2011,3196.0,73.22493224932249
49189,RILLY-LA-MONTAGNE,2011,155940.0,73.21662630795548
49461,ROCHEVILLE,2011,17694.0,73.21585903083701
41251,MORSAIN,2011,25802.0,73.21428571428571
51417,SAINT-BOMER-LES-FORGES,2011,54820.0,73.21242377326298
16853,CURNIER,2011,5828.0,73.19465081723625
52781,SAINT-GEORGES-DE-LONGUEPIERRE,2011,15371.0,73.1943661971831
32513,LE PLESSIS-BRION,2011,101296.0,73.1940431206935
37921,MECRINGES,2011,21136.0,73.18911832186168
30877,LARAMIERE,2011,14172.0,73.18831724306489
50769,SAINT-AMANCET,2011,3306.0,73.17967522262964
29915,LACOUR,2011,12025.0,73.17108294930875
57389,SAINT-VINCENT-DE-CONNEZAC,2011,37992.0,73.16317228805835
40399,MONTGRELEIX,2011,4412.0,73.15541601255887
20959,FLEURY-LA-FORET,2011,32423.0,73.15353805073431
58429,SANTA-LUCIA-DI-MORIANI,2011,77160.0,73.15201292581122
30469,LANDERROUAT,2011,8332.0,73.15045719035744
15747,COURCELLES-SUR-NIED,2011,14494.0,73.14538286943018
49541,ROGNON,2011,2469.0,73.14165497896214
14311,CLEUVILLE,2011,10111.0,73.13356164383562
56275,SAINT-PIERRE-EN-VAL,2011,26361.0,73.13148561670826
45539,PIEGROS-LA-CLASTRE,2011,28612.0,73.11229428848016
55065,SAINT-MARTIN-DU-CLOCHER,2011,4042.0,73.1049250535332
